A  	Element	Z 	N  	Energy	JPi        	Mass Exc    	Unc     	T1/2 (txt)       	T1/2 (seconds)               	Abund.  	Unc    	Dec Mode	Branching (%)
21 	NA     	11	10 	0.0000	3/2+       	-2184.857   	0.042   	22.49 S 4        	22.49                        	        	       	EC      	100          
22 	NA     	11	11 	0.0000	3+         	-5181.391   	0.132   	2.6018 Y 22      	82104810.00069347            	        	       	EC      	100          
23 	NA     	11	12 	0.0000	3/2+       	-9529.85352 	0.00181 	STABLE           	infinity                     	100     	       	        	             
24 	NA     	11	13 	0.0000	4+         	-8417.901   	0.017   	14.956 H 3       	53841.6                      	        	       	B-      	100          
25 	NA     	11	14 	0.0000	5/2+       	-9357.814   	1.200   	59.1 S 6         	59.1                         	        	       	B-      	100          
26 	NA     	11	15 	0.0000	3+         	-6860.780   	3.502   	1.07128 S 25     	1.07128                      	        	       	B-      	100          
27 	NA     	11	16 	0.0000	5/2+       	-5517.791   	3.726   	301 MS 6         	0.301                        	        	       	B-      	100          
27 	NA     	11	16 	0.0000	5/2+       	-5517.791   	3.726   	301 MS 6         	0.301                        	        	       	B-N     	0.13         
28 	NA     	11	17 	0.0000	1+         	-988.315    	10.246  	30.5 MS 4        	0.0305                       	        	       	B-      	100          
28 	NA     	11	17 	0.0000	1+         	-988.315    	10.246  	30.5 MS 4        	0.0305                       	        	       	B-N     	0.58         
29 	NA     	11	18 	0.0000	3/2+       	2679.994    	7.337   	44.1 MS 9        	0.0441                       	        	       	B-      	100          
29 	NA     	11	18 	0.0000	3/2+       	2679.994    	7.337   	44.1 MS 9        	0.0441                       	        	       	B-N     	21.5         
30 	NA     	11	19 	0.0000	2+         	8474.670    	4.727   	48 MS 2          	0.048                        	        	       	B-      	100          
30 	NA     	11	19 	0.0000	2+         	8474.670    	4.727   	48 MS 2          	0.048                        	        	       	B-N     	30           
30 	NA     	11	19 	0.0000	2+         	8474.670    	4.727   	48 MS 2          	0.048                        	        	       	B2N     	1.15         
31 	NA     	11	20 	0.0000	3/2+       	12246.031   	13.972  	17.0 MS 4        	0.017                        	        	       	B-      	100          
31 	NA     	11	20 	0.0000	3/2+       	12246.031   	13.972  	17.0 MS 4        	0.017                        	        	       	B-N     	39           
31 	NA     	11	20 	0.0000	3/2+       	12246.031   	13.972  	17.0 MS 4        	0.017                        	        	       	B2N     	0.7          
32 	NA     	11	21 	0.0000	(3- 4-)    	18640.152   	37.260  	13.2 MS 4        	0.0132                       	        	       	B-      	100          
32 	NA     	11	21 	0.0000	(3- 4-)    	18640.152   	37.260  	13.2 MS 4        	0.0132                       	        	       	B-N     	24           
32 	NA     	11	21 	0.0000	(3- 4-)    	18640.152   	37.260  	13.2 MS 4        	0.0132                       	        	       	B2N     	8.3          
33 	NA     	11	22 	0.0000	(3/2+)     	23780.113   	449.912 	8.0 MS 4         	0.008                        	        	       	B-      	100          
33 	NA     	11	22 	0.0000	(3/2+)     	23780.113   	449.912 	8.0 MS 4         	0.008                        	        	       	B-N     	47           
33 	NA     	11	22 	0.0000	(3/2+)     	23780.113   	449.912 	8.0 MS 4         	0.008                        	        	       	B2N     	13           
34 	NA     	11	23 	0.0000	           	31680.114   	599.416 	5.5 MS 10        	0.0055                       	        	       	B-      	100          
34 	NA     	11	23 	0.0000	           	31680.114   	599.416 	5.5 MS 10        	0.0055                       	        	       	B2N     	50           
34 	NA     	11	23 	0.0000	           	31680.114   	599.416 	5.5 MS 10        	0.0055                       	        	       	B-N     	15           
35 	NA     	11	24 	0.0000	(3/2+)     	37831       	670     	1.8 MS 5         	0.0018                       	        	       	B-      	100          
35 	NA     	11	24 	0.0000	(3/2+)     	37831       	670     	1.8 MS 5         	0.0018                       	        	       	B-N     	0            
35 	NA     	11	24 	0.0000	(3/2+)     	37831       	670     	1.8 MS 5         	0.0018                       	        	       	B5N     	             
36 	NA     	11	25 	0.0000	           	45903       	687     	180 NS           	0.00000018                   	        	       	N       	             
37 	NA     	11	26 	0.0000	           	53134       	687     	60 NS            	0.00000006                   	        	       	B-      	             
37 	NA     	11	26 	0.0000	           	53134       	687     	60 NS            	0.00000006                   	        	       	B-N     	             
18 	MG     	12	6  	0.0000	0+         	            	        	0.12 MEV 10      	3.8019809589282144e-21       	        	       	2P      	100          
19 	MG     	12	7  	0.0000	1/2-       	31838.394   	60.001  	1.14E-4 EV       	0.000000000004002085219924436	        	       	2P      	100          
20 	MG     	12	8  	0.0000	0+         	17477.694   	1.863   	90.4 MS 7        	0.0904                       	        	       	B+      	100          
20 	MG     	12	8  	0.0000	0+         	17477.694   	1.863   	90.4 MS 7        	0.0904                       	        	       	EP      	30.3         
21 	MG     	12	9  	0.0000	5/2+       	10903.851   	0.755   	122 MS 3         	0.122                        	        	       	EC      	100          
21 	MG     	12	9  	0.0000	5/2+       	10903.851   	0.755   	122 MS 3         	0.122                        	        	       	EP      	32.6         
21 	MG     	12	9  	0.0000	5/2+       	10903.851   	0.755   	122 MS 3         	0.122                        	        	       	EA      	0.5          
22 	MG     	12	10 	0.0000	0+         	-399.986    	0.159   	3.8755 S 12      	3.8755                       	        	       	EC      	100          
23 	MG     	12	11 	0.0000	3/2+       	-5473.675   	0.032   	11.3046 S 45     	11.3046                      	        	       	EC      	100          
24 	MG     	12	12 	0.0000	0+         	-13933.578  	0.013   	STABLE           	infinity                     	78.965  	0.049  	        	             
25 	MG     	12	13 	0.0000	5/2+       	-13192.782  	0.047   	STABLE           	infinity                     	10.011  	0.013  	        	             
26 	MG     	12	14 	0.0000	0+         	-16214.544  	0.029   	STABLE           	infinity                     	11.025  	0.038  	        	             
27 	MG     	12	15 	0.0000	1/2+       	-14586.594  	0.047   	9.458 M 12       	567.48                       	        	       	B-      	100          
28 	MG     	12	16 	0.0000	0+         	-15019.946  	0.261   	20.915 H 9       	75294                        	        	       	B-      	100          
29 	MG     	12	17 	0.0000	3/2+       	-10612.360  	0.345   	1.30 S 12        	1.3                          	        	       	B-      	100          
30 	MG     	12	18 	0.0000	0+         	-8881.373   	1.295   	335 MS 17        	0.335                        	        	       	B-      	100          
31 	MG     	12	19 	0.0000	1/2+       	-3122.152   	3.074   	270 MS 2         	0.27                         	        	       	B-      	100          
31 	MG     	12	19 	0.0000	1/2+       	-3122.152   	3.074   	270 MS 2         	0.27                         	        	       	B-N     	6.2          
32 	MG     	12	20 	0.0000	0+         	-828.901    	3.260   	86 MS 5          	0.086                        	        	       	B-      	100          
32 	MG     	12	20 	0.0000	0+         	-828.901    	3.260   	86 MS 5          	0.086                        	        	       	B-N     	5.5          
33 	MG     	12	21 	0.0000	3/2-       	4962.873    	2.663   	90.5 MS 16       	0.0905                       	        	       	B-      	100          
33 	MG     	12	21 	0.0000	3/2-       	4962.873    	2.663   	90.5 MS 16       	0.0905                       	        	       	B-N     	14           
34 	MG     	12	22 	0.0000	0+         	8323.324    	6.893   	20 MS 10         	0.02                         	        	       	B-      	100          
34 	MG     	12	22 	0.0000	0+         	8323.324    	6.893   	20 MS 10         	0.02                         	        	       	B-N     	             
35 	MG     	12	23 	0.0000	(3/2- 5/2-)	15639.786   	269.668 	11.3 MS 6        	0.0113                       	        	       	B-      	100          
35 	MG     	12	23 	0.0000	(3/2- 5/2-)	15639.786   	269.668 	11.3 MS 6        	0.0113                       	        	       	B-N     	52           
35 	MG     	12	23 	0.0000	(3/2- 5/2-)	15639.786   	269.668 	11.3 MS 6        	0.0113                       	        	       	B3N     	             
36 	MG     	12	24 	0.0000	0+         	20380.159   	690.237 	7.6 MS +5-8      	0.0076                       	        	       	B-      	100          
36 	MG     	12	24 	0.0000	0+         	20380.159   	690.237 	7.6 MS +5-8      	0.0076                       	        	       	B-N     	             
37 	MG     	12	25 	0.0000	           	28211.478   	698.947 	8 MS 4           	0.008                        	        	       	N       	             
37 	MG     	12	25 	0.0000	           	28211.478   	698.947 	8 MS 4           	0.008                        	        	       	B-N     	             
37 	MG     	12	25 	0.0000	           	28211.478   	698.947 	8 MS 4           	0.008                        	        	       	B-      	             
38 	MG     	12	26 	0.0000	0+         	34074       	503     	                 	                             	        	       	B-      	100          
38 	MG     	12	26 	0.0000	0+         	34074       	503     	                 	                             	        	       	B-N     	             
38 	MG     	12	26 	0.0000	0+         	34074       	503     	                 	                             	        	       	B2N     	             
39 	MG     	12	27 	0.0000	           	42775       	513     	180 NS           	0.00000018                   	        	       	N       	             
40 	MG     	12	28 	0.0000	0+         	49550       	500     	                 	                             	        	       	B-      	100          
40 	MG     	12	28 	0.0000	0+         	49550       	500     	                 	                             	        	       	B7N     	             
40 	MG     	12	28 	0.0000	0+         	49550       	500     	                 	                             	        	       	B6N     	             
21 	AL     	13	8  	0.0000	(5/2+)     	27090       	600     	35 NS            	0.000000035                  	        	       	P       	             
22 	AL     	13	9  	0.0000	(4)+       	18201       	401     	91.1 MS 5        	0.0911                       	        	       	EC      	100          
22 	AL     	13	9  	0.0000	(4)+       	18201       	401     	91.1 MS 5        	0.0911                       	        	       	EP      	55           
22 	AL     	13	9  	0.0000	(4)+       	18201       	401     	91.1 MS 5        	0.0911                       	        	       	E2P     	1.1          
23 	AL     	13	10 	0.0000	5/2+       	6748.071    	0.345   	446 MS 6         	0.446                        	        	       	EC      	100          
23 	AL     	13	10 	0.0000	5/2+       	6748.071    	0.345   	446 MS 6         	0.446                        	        	       	EP      	1.04         
24 	AL     	13	11 	0.0000	4+         	-48.812     	0.228   	2.053 S 4        	2.053                        	        	       	EC      	100          
24 	AL     	13	11 	0.0000	4+         	-48.812     	0.228   	2.053 S 4        	2.053                        	        	       	EA      	0.035        
24 	AL     	13	11 	0.0000	4+         	-48.812     	0.228   	2.053 S 4        	2.053                        	        	       	EP      	0.0016       
25 	AL     	13	12 	0.0000	5/2+       	-8915.974   	0.065   	7.183 S 12       	7.183                        	        	       	EC      	100          
26 	AL     	13	13 	0.0000	5+         	-12210.139  	0.066   	7.17E+5 Y 24     	22626315923782.465           	        	       	EC      	100          
27 	AL     	13	14 	0.0000	5/2+       	-17196.864  	0.047   	STABLE           	infinity                     	100     	       	        	             
28 	AL     	13	15 	0.0000	3+         	-16850.719  	0.049   	2.245 M 2        	134.7                        	        	       	B-      	100          
29 	AL     	13	16 	0.0000	5/2+       	-18207.762  	0.345   	6.56 M 6         	393.6                        	        	       	B-      	100          
30 	AL     	13	17 	0.0000	3+         	-15864.116  	1.936   	3.62 S 6         	3.62                         	        	       	B-      	100          
31 	AL     	13	18 	0.0000	5/2(+)     	-14950.709  	2.236   	644 MS 25        	0.644                        	        	       	B-      	100          
31 	AL     	13	18 	0.0000	5/2(+)     	-14950.709  	2.236   	644 MS 25        	0.644                        	        	       	B-N     	1.6          
32 	AL     	13	19 	0.0000	1+         	-11099.368  	7.173   	33.0 MS 2        	0.033                        	        	       	B-      	100          
32 	AL     	13	19 	0.0000	1+         	-11099.368  	7.173   	33.0 MS 2        	0.033                        	        	       	B-N     	0.7          
