A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	722.5    	2  	       	   	1.2E-4    	12  	8.E-7      	8  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	729.57   	5  	       	   	0.0012    	3   	9.0E-6     	23 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	732.62   	16 	       	   	0.00131   	25  	9.6E-6     	18 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	740.96   	5  	       	   	0.037     	3   	2.77E-4    	20 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	768.77   	5  	       	   	0.0042    	5   	3.3E-5     	4  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	769.01   	5  	       	   	7.2E-4    	8   	5.5E-6     	6  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	773.54   	17 	       	   	2.3E-4    	15  	1.8E-6     	12 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	802.10   	5  	       	   	0.192     	14  	0.00154    	11 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	804.60   	13 	       	   	0.022     	3   	1.73E-4    	22 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	817.0    	2  	       	   	3.E-5     	3   	3.E-7      	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	829.93   	5  	       	   	0.0064    	5   	5.3E-5     	4  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	833.28   	5  	       	   	0.045     	3   	3.8E-4     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	918.29   	15 	       	   	6.2E-4    	16  	5.7E-6     	15 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	931.57   	25 	       	   	2.1E-4    	9   	1.9E-6     	9  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	982.27   	5  	       	   	0.0160    	12  	1.57E-4    	12 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1013.57  	8  	       	   	0.0013    	3   	1.3E-5     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1019.43  	6  	       	   	0.0022    	6   	2.3E-5     	6  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1022.43  	5  	       	   	6.9E-4    	9   	7.1E-6     	9  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1050.21  	5  	       	   	6.9E-4    	9   	7.3E-6     	9  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1083.85  	5  	       	   	0.49      	4   	0.0053     	4  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1111.64  	5  	       	   	0.191     	15  	0.00212    	16 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1168.8   	2  	       	   	2.3E-5    	23  	3.E-7      	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1181.96  	11 	       	   	1.2E-4    	5   	1.4E-6     	6  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1232.82  	5  	       	   	0.0075    	6   	9.2E-5     	7  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1260.63  	5  	       	   	0.0112    	9   	1.41E-4    	11 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1264.16  	5  	       	   	0.0082    	6   	1.03E-4    	8  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	1291.50  	13 	       	   	2.8E-4    	4   	3.6E-6     	5  
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR l       	3.77     	   	       	   	4.6       	9   	1.7E-4     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR l       	3.94     	   	       	   	0.0105    	5   	4.12E-7    	18 
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR ka2     	27.202   	   	       	   	7.9       	22  	0.0022     	6  
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR ka1     	27.472   	   	       	   	15        	4   	0.0040     	11 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	27.81    	5  	       	   	0.027     	    	7.5E-6     	   
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR ka2     	28.317   	   	       	   	9.5E-4    	15  	2.7E-7     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR ka1     	28.612   	   	       	   	0.0017    	3   	5.0E-7     	8  
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR kb3     	30.944   	   	       	   	1.4       	4   	4.2E-4     	11 
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR kb1     	30.995   	   	       	   	2.6       	7   	8.1E-4     	22 
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	XR kb2     	31.704   	   	       	   	0.75      	20  	2.4E-4     	6  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR kb3     	32.239   	   	       	   	1.6E-4    	3   	5.2E-8     	8  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR kb1     	32.295   	   	       	   	3.1E-4    	5   	1.01E-7    	16 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	XR kb2     	33.047   	   	       	   	9.3E-5    	14  	3.1E-8     	5  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	76.10    	5  	       	   	3.2E-4    	9   	2.4E-7     	7  
129	TE     	52	77 	105.50     	5   	11/2-     	IT      	33.6 D 1      	2903040           	129TE   	G        	           	105.50   	5  	       	   	0.14      	4   	1.5E-4     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	115.30   	16 	       	   	2.7E-4    	10  	3.1E-7     	11 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	208.96   	5  	       	   	2.8E-5    	7   	5.9E-8     	15 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	242.2    	1  	       	   	6.6E-4    	16  	1.6E-6     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	250.62   	5  	       	   	3.9E-4    	11  	1.0E-6     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	278.43   	5  	       	   	5.8E-4    	16  	1.6E-6     	5  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	281.38   	20 	       	   	5.E-5     	5   	1.3E-7     	13 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	281.44   	5  	       	   	5.1E-4    	11  	1.4E-6     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	320.64   	11 	       	   	6.1E-4    	15  	2.0E-6     	5  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	357.48   	20 	       	   	7.E-5     	7   	3.E-7      	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	459.60   	5  	       	   	0.0012    	3   	5.6E-6     	15 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	487.39   	5  	       	   	2.3E-4    	7   	1.1E-6     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	490.34   	20 	       	   	1.2E-4    	12  	6.E-7      	6  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	552.43   	5  	       	   	2.8E-4    	11  	1.6E-6     	6  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	556.65   	5  	       	   	0.118     	23  	6.6E-4     	13 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	562.82   	20 	       	   	2.3E-4    	24  	1.3E-6     	13 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	671.84   	5  	       	   	0.025     	5   	1.7E-4     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	695.88   	6  	       	   	3.0       	6   	0.021      	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	701.7    	3  	       	   	0.025     	5   	1.7E-4     	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	705.52   	7  	       	   	0.0051    	11  	3.6E-5     	8  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	716.60   	16 	       	   	1.2E-4    	12  	8.E-7      	9  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	729.57   	5  	       	   	0.70      	14  	0.0051     	10 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	740.96   	5  	       	   	0.027     	5   	2.0E-4     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	768.77   	5  	       	   	0.0028    	6   	2.2E-5     	5  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	771.80   	16 	       	   	2.9E-4    	7   	2.3E-6     	5  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	794.60   	21 	       	   	5.6E-4    	18  	4.5E-6     	14 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	817.04   	5  	       	   	0.091     	18  	7.4E-4     	15 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	844.81   	5  	       	   	0.034     	7   	2.9E-4     	6  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	924.5    	20 	       	   	3.E-5     	3   	3.E-7      	3  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1003.65  	9  	       	   	7.0E-4    	20  	7.0E-6     	20 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1022.43  	5  	       	   	0.017     	3   	1.8E-4     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1050.21  	5  	       	   	0.018     	4   	1.9E-4     	4  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1176.0   	5  	       	   	9.E-5     	5   	1.1E-6     	6  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1203.59  	11 	       	   	2.3E-4    	7   	2.8E-6     	8  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1254.13  	8  	       	   	4.2E-4    	9   	5.3E-6     	12 
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1281.96  	11 	       	   	2.2E-4    	6   	2.8E-6     	7  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1373.75  	9  	       	   	2.7E-4    	6   	3.7E-6     	8  
129	TE     	52	77 	105.51     	3   	11/2-     	B-      	33.6 D 1      	2903040           	129I    	G        	           	1401.36  	6  	       	   	0.0035    	7   	4.9E-5     	10 
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR l       	3.94     	   	       	   	1.38      	6   	5.46E-5    	24 
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR ka2     	28.317   	   	       	   	3.65      	9   	0.001034   	25 
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR ka1     	28.612   	   	       	   	6.72      	16  	0.00192    	5  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR kb3     	32.239   	   	       	   	0.626     	15  	2.02E-4    	5  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR kb1     	32.295   	   	       	   	1.21      	3   	3.90E-4    	9  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	XR kb2     	33.047   	   	       	   	0.358     	9   	1.18E-4    	3  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	           	109.40   	4  	       	   	0.062     	7   	6.8E-5     	8  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	           	141.20   	4  	       	   	0.028     	5   	4.0E-5     	7  
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	           	149.716  	5  	       	   	68.8      	    	0.1030     	   
131	TE     	52	79 	0.0        	    	3/2+      	B-      	25.0 M 1      	1500              	131I    	G        	           	151.1    	1  	       	   	0.17      	6   	2.6E-4     	9  
